vehicle_id,title,description,availability,state_of_vehicle,price,url,image,make,model,year,body_style,mileage.unit,mileage.value,address.addr1,address.city,address.region,address.postal_code,address.country
PL-3966,2020 Kenworth T370,"2020 Kenworth T370 Box Truck - PX9 - 320HP / 1000 - 3000RDS - 6 SPD - 26'x103""x102"" Morgan Body - 5000lb Maxon Lift Gate",AVAILABLE,USED,45900.00 USD,https://www.palmertrucks.com/truck-details/category-Box-Truck/make-Kenworth/model-T370/vin-2NKHLJ9X4LM390221/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-3966/068Ux00000SyHqlIAF,Kenworth,T370,2020,TRUCK,MI,164080,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
PL-4086,2021 Kenworth T370,"2021 Kenworth T370 Tandem Axle Box Truck, PX9, 320hp, Allison Auto, 14.6k FA, 40k RA",AVAILABLE,USED,61900.00 USD,https://www.palmertrucks.com/truck-details/category-Box-Truck/make-Kenworth/model-T370/vin-2NKHLJ9X2MM428627/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4086/068Ux00000TcajLIAR,Kenworth,T370,2021,TRUCK,MI,121836,1010 Outer Belt W.,Effingham,IL,62401,United States
PL-4208,2022 Kenworth T680,"2022 Kenworth T680, 76"" Mid-Roof Sleeper, X15, 12 Speed AMT",AVAILABLE,USED,59900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X3NJ482290/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4208/068Ux00000QUizCIAT,Kenworth,T680,2022,TRUCK,MI,424745,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
PL-4323,2023 Kenworth T880,2023 Kenworth T880  Dump Truck - MX13 - 455 HP / 1650 - 4500RDS - 6 SPD,AVAILABLE,USED,184900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTXXPJ156876/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4323/068Ux00000TerEdIAJ,Kenworth,T880,2023,TRUCK,MI,118356,2929 South Holt RD.,Indianapolis,IN,46241,United States
PL-4324,2023 Kenworth T880,2023 Kenworth T880 Tri Axle Dump Truck - MX13 - 455HP / 1650 - 4500RDS - 6 SPD,AVAILABLE,USED,184900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX1PJ156877/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4324/068Ux00000U7P6sIAF,Kenworth,T880,2023,TRUCK,MI,129442,2929 South Holt RD.,Indianapolis,IN,46241,United States
PL-4328,2023 Kenworth T880,"2023 Kenworth T880, Tri-Axle Dump Truck, MX13, 455hp, Allison 4500RDS",AVAILABLE,USED,179900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX3PJ156881/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4328/068Ux00000Temd7IAB,Kenworth,T880,2023,TRUCK,MI,189133,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
PL-4329,2023 Kenworth T880,2023 Kenworth T880 - Tri Axle Dump Truck - MX13 - Allison 4500RDS,AVAILABLE,USED,179900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX5PJ156882/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4329/068Ux00000N8WtYIAV,Kenworth,T880,2023,TRUCK,MI,172897,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
PL-4374,2023 Kenworth T880,2023 Kenworth T880 - Tri-Axle Dump Truck - MX13 - 455HP / 1650 - 4500RDS - 6 SPD,AVAILABLE,USED,189900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX8PJ156911/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4374/068Ux00000U8hhfIAB,Kenworth,T880,2023,TRUCK,MI,80181,1040 E. Mount Pleasant Rd.,Evansville,IN,47725,United States
PL-4376,2023 Kenworth T880,"2023 Kenworth T880, Tri-Axle Dump, MX13, Allison 4500RDS",AVAILABLE,USED,179900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX1PJ156913/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4376/068Ux00000RCM8VIAX,Kenworth,T880,2023,TRUCK,MI,180824,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
PL-4300,2023 Kenworth T880,"2023 Kenworth T880, Quad Axle Roll-Off, X15, 4500RDS",AVAILABLE,USED,194900.00 USD,https://www.palmertrucks.com/truck-details/category-Roll-Off/make-Kenworth/model-T880/vin-1NKZX4TX8PJ148273/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4300/068Ux00000RDQupIAH,Kenworth,T880,2023,TRUCK,MI,173910,2929 South Holt RD.,Indianapolis,IN,46241,United States
PL-4331,2023 Kenworth T880,"2023 Kenworth T880, Tri-Axle Dump, MX13, 455hp, Allison 4500RDS",AVAILABLE,USED,179900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX9PJ156884/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4331/068Ux00000PtvC9IAJ,Kenworth,T880,2023,TRUCK,MI,180837,6503 N. Old US 27,Fremont,IN,46737,United States
PL-4344,2023 Kenworth T880,2023 Kenworth T880 Dump Truck - MX13 -455HP / 1650 - 4500RDS - 6SPD,AVAILABLE,USED,179900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX7PJ156897/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4344/068Ux00000STny6IAD,Kenworth,T880,2023,TRUCK,MI,200448,2929 South Holt RD.,Indianapolis,IN,46241,United States
PL-4332,2023 Kenworth T880,2023 Kenworth T880 Dump Truck - MX13 - 455HP / 1650 - 4500RDS - 6SPD,AVAILABLE,USED,184900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX0PJ156885/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4332/068Ux00000TGIBgIAP,Kenworth,T880,2023,TRUCK,MI,137273,6503 N. Old US 27,Fremont,IN,46737,United States
PL-4325,2023 Kenworth T880,"2023 Kenworth T880, Tri-Axle Dump, MX13, Allison 4500RDS",AVAILABLE,USED,189900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX3PJ156878/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4325/068Ux00000RYlg5IAD,Kenworth,T880,2023,TRUCK,MI,73702,1040 E. Mount Pleasant Rd.,Evansville,IN,47725,United States
PL-4357,2023 Kenworth T880,2023 Kenworth T880 Dump Truck - MX13 - 455HP / 1650 - 4500RDS - 6SPD,AVAILABLE,USED,189900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX0PJ156918/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4357/068Ux00000TKC4PIAX,Kenworth,T880,2023,TRUCK,MI,52404,6503 N. Old US 27,Fremont,IN,46737,United States
PL-4364,2023 Kenworth T880,"2023 Kenworth T880 Tri-Axle Dump, MX13, 455hp, Allison 45000RDS",AVAILABLE,USED,189900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX8PJ156925/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4364/068Ux00000USZjAIAX,Kenworth,T880,2023,TRUCK,MI,46194,4330 Poplar Level Rd,Louisville,KY,40213,United States
PL-4368,2023 Kenworth T880,"2023 Kenworth T880, Tri-Axle Dump, MX13, 455hp, Allison 4500RDS",AVAILABLE,USED,184900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX5PJ156929/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4368/068Ux00000VERo6IAH,Kenworth,T880,2023,TRUCK,MI,153358,9704 E. 30th St.,Indianapolis,IN,46229,United States
PL-4002,2020 Kenworth T800,"2020  Kenworth T800, Day Cab, X15, 450hp, 10 Speed Manual",AVAILABLE,USED,59900.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T800/vin-3WKDD49X6LF416252/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4002/068Ux00000TexaAIAR,Kenworth,T800,2020,TRUCK,MI,391671,6425 East State Road 42,Terre Haute,IN,47803,United States
PL-4105,2021 Kenworth T270,2021 Kenworth T270 Box Truck - PX9 - 260 HP/720 - 3000RDS - 6 spd,AVAILABLE,USED,54900.00 USD,https://www.palmertrucks.com/truck-details/category-Box-Truck/make-Kenworth/model-T270/vin-2NKHHJ6X7MM451844/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4105/068Ux00000STF8TIAX,Kenworth,T270,2021,TRUCK,MI,189228,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
PL-1105,2020 Kenworth T370,"2020 Kenworth T370, 26' Box Truck, 33k GVWR, PX7, Allison Auto",AVAILABLE,USED,45250.00 USD,https://www.palmertrucks.com/truck-details/category-Box-Truck/make-Kenworth/model-T370/vin-2NKHHM7X6LM378707/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-1105/068Ux00000Uu0vSIAR,Kenworth,T370,2020,TRUCK,MI,208721,9704 E. 30th St.,Indianapolis,IN,46229,United States
PL-1106,2020 Kenworth T370,"2020 Kenworth T370, 26' Box Truck, 33k GVWR, PX7, Allison Auto",AVAILABLE,USED,39900.00 USD,https://www.palmertrucks.com/truck-details/category-Box-Truck/make-Kenworth/model-T370/vin-2NKHHM7X8LM378708/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-1106/068Ux00000QycQ5IAJ,Kenworth,T370,2020,TRUCK,MI,225171,7740 Center Point 70 Blvd.,Dayton,OH,45424,United States
PL-1107,2020 Kenworth T370,2020 Kenworth T370 Box Truck - PX7 - 300HP / 660 - 2500HS - 6 SPD,AVAILABLE,USED,38500.00 USD,https://www.palmertrucks.com/truck-details/category-Box-Truck/make-Kenworth/model-T370/vin-2NKHHM7XXLM378709/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-1107/068Ux00000TEIIzIAP,Kenworth,T370,2020,TRUCK,MI,212568,4330 Poplar Level Rd,Louisville,KY,40213,United States
PL-1108,2020 Kenworth T370,"2020 Kenworth T370, 26' Box Truck, PX7, 300hp, Allison Automatic",AVAILABLE,USED,37900.00 USD,https://www.palmertrucks.com/truck-details/category-Box-Truck/make-Kenworth/model-T370/vin-2NKHHM7X6LM378710/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-1108/068Ux00000UMuf0IAD,Kenworth,T370,2020,TRUCK,MI,214119,6503 N. Old US 27,Fremont,IN,46737,United States
PL-4474,2024 Kenworth T880,"2024 Kenworth T880, Tri-Axle Dump, MX13, TX-18 AMT",AVAILABLE,USED,209900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPTX7RJ319597/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4474/068Ux00000RCYUhIAP,Kenworth,T880,2024,TRUCK,MI,44595,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
PL-4558,2024 Kenworth T480,2024 Kenworth T480 Flat Bed - PX9 - 370HP / 1250 - 3000RDS - 6 SPD,AVAILABLE,USED,114900.00 USD,https://www.palmertrucks.com/truck-details/category-Flatbed/make-Kenworth/model-T480/vin-2NK5LJ9X8RM346721/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4558/068Ux00000T05boIAB,Kenworth,T480,2024,TRUCK,MI,61748,7740 Center Point 70 Blvd.,Dayton,OH,45424,United States
PL-4702,2024 Kenworth W990,"2024 Kenworth W990, Tri-Axle Dump, X15, 18 Speed AMT",AVAILABLE,USED,224900.00 USD,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-W990/vin-1NK1X4TX2RJ348288/,https://d8lxo54bt1xl7.cloudfront.net/prd/PL-4702/068Ux00000RCYZRIA5,Kenworth,W990,2024,TRUCK,MI,10631,2929 South Holt RD.,Indianapolis,IN,46241,United States
138055,2025 Kenworth T280,"2025 Kenworth T280, Single Axle Cab & Chassis, PX9, Allison Auto 6 Speed, 137"" CA, 26K GVWR",AVAILABLE,USED,114000.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T280/vin-2NK3HJ6X5SM138055/,https://d8lxo54bt1xl7.cloudfront.net/prd/138055/068Ux00000IylHtIAJ,Kenworth,T280,2025,TRUCK,MI,1139,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
159917,2025 Kenworth T880,"2025 Kenworth T880, Cab & Chassis, X15, 18 Speed AMT, 144"" CA",AVAILABLE,USED,156500.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-3BKZX4EX9SF159917/,https://d8lxo54bt1xl7.cloudfront.net/prd/159917/068Ux00000IdberIAB,Kenworth,T880,2025,TRUCK,MI,2683,1040 E. Mount Pleasant Rd.,Evansville,IN,47725,United States
159918,2025 Kenworth T880,"2025 Kenworth T880, Cab & Chassis, X15, 18 Speed AMT, 144"" CA",AVAILABLE,USED,156500.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-3BKZX4EX0SF159918/,https://d8lxo54bt1xl7.cloudfront.net/prd/159918/068Ux00000IdMxaIAF,Kenworth,T880,2025,TRUCK,MI,2611,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
160903,2025 Kenworth T880,"2025 Kenworth T880, Day Cab, MX13, 12 Speed AMT",AVAILABLE,USED,137400.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T880/vin-1XKZDP9X9SJ160903/,https://d8lxo54bt1xl7.cloudfront.net/prd/160903/068Ux00000IzY41IAF,Kenworth,T880,2025,TRUCK,MI,267,9704 E. 30th St.,Indianapolis,IN,46229,United States
163642,2025 Kenworth T880,"2025 Kenworth T880, Cab & Chassis, X15, 18 Speed AMT, 144"" CA",AVAILABLE,USED,156500.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-3BKZX4EX5SF163642/,https://d8lxo54bt1xl7.cloudfront.net/prd/163642/068Ux00000IdWnIIAV,Kenworth,T880,2025,TRUCK,MI,2340,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
162476A,2025 Kenworth T880,"2025 Kenworth T880, X15, 525hp, 18 Speed AMT",AVAILABLE,USED,398632.00 USD,https://www.palmertrucks.com/truck-details/category-Custom-Sleeper/make-Kenworth/model-T880/vin-1XKZD49X6SJ162476/,https://d8lxo54bt1xl7.cloudfront.net/prd/162476A/068Ux00000RO1LBIA1,Kenworth,T880,2025,TRUCK,MI,310,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
167905,2025 Kenworth T280,"2025, Kenworth, T280 Cab & Chassis, Air-Ride, Paccar, 350HP, Allison, Auto, White, 11R22.5, 5.25, 154"" CA",AVAILABLE,USED,109600.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T280/vin-2NK3HJ6X6SM167905/,https://d8lxo54bt1xl7.cloudfront.net/prd/167905/068Ux00000IdcSrIAJ,Kenworth,T280,2025,TRUCK,MI,1118,7740 Center Point 70 Blvd.,Dayton,OH,45424,United States
167908,2025 Kenworth T280,"2025, Kenworth, T280 Cab & Chassis, Air-Ride, Paccar, 350HP, Allison, Auto, White, 11R22.5, 5.25, 154"" CA",AVAILABLE,USED,112900.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T280/vin-2NK3HJ6X1SM167908/,https://d8lxo54bt1xl7.cloudfront.net/prd/167908/068Ux00000IdJ0SIAV,Kenworth,T280,2025,TRUCK,MI,791,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
583875,2026 Kenworth K270E,"2026 Kenworth K270E, All Electric 26' Box Truck, DANA TM4 ELECTRIC MOTOR - MDHV2600, 26k GVWR",AVAILABLE,USED,334900.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-K270E/vin-3BKJHL6X9SF583875/,https://d8lxo54bt1xl7.cloudfront.net/prd/583875/068Ux00000RiDTTIA3,Kenworth,K270E,2026,TRUCK,MI,17,9704 E. 30th St.,Indianapolis,IN,46229,United States
169153,2025 Kenworth T280,"2025, Kenworth, T280, Chassis, Air-Ride, Paccar, 350HP, Allison, Auto, Red, 11R22.5, 5.25, 154"" CA",AVAILABLE,USED,108900.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T280/vin-2NK3HJ6X6SM169153/,https://d8lxo54bt1xl7.cloudfront.net/prd/169153/068Ux00000IdPicIAF,Kenworth,T280,2025,TRUCK,MI,776,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
169154,2025 Kenworth T280,"2025, Kenworth, T280, Chassis, Air-Ride, Paccar, 350HP, Allison, Auto, Black, 11R22.5, 5.25, 154"" CA",AVAILABLE,USED,108900.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T280/vin-2NK3HJ6X8SM169154/,https://d8lxo54bt1xl7.cloudfront.net/prd/169154/068Ux00000IdK4fIAF,Kenworth,T280,2025,TRUCK,MI,759,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
170466,2025 Kenworth T280,"2025 Kenworth T280, SA Dump Chassis, PX9, Allison Automatic, 154"" CA, 26K GVWR",AVAILABLE,USED,110800.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T280/vin-2NK3HJ6XXSM170466/,https://d8lxo54bt1xl7.cloudfront.net/prd/170466/068Ux00000IdOPyIAN,Kenworth,T280,2025,TRUCK,MI,838,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
170583,2025 Kenworth T680,"2025 Kenworth T680, 76"" Mid-Roof, MX13, 12 Speed AMT, Inverter, Dual Exhaust",AVAILABLE,USED,174830.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYDP9X7SJ170583/,https://d8lxo54bt1xl7.cloudfront.net/prd/170583/068Ux00000LwcgoIAB,Kenworth,T680,2025,TRUCK,MI,333,1040 E. Mount Pleasant Rd.,Evansville,IN,47725,United States
174495,2025 Kenworth T680,"2025 Kenworth T680, 52"" Flattop, X15, 12 Speed AMT",AVAILABLE,USED,164950.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49XXSJ174495/,https://d8lxo54bt1xl7.cloudfront.net/prd/174495/068Ux00000IzJzRIAV,Kenworth,T680,2025,TRUCK,MI,552,131 Parker Ave,Bowling Green,KY,42101,United States
174512,2025 Kenworth T880,"2025 Kenworth T880, Cab & Chassis for Six Axle Dump,  MX13, 18 Speed AMT",AVAILABLE,USED,248900.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZXPTX6SJ174512/,https://d8lxo54bt1xl7.cloudfront.net/prd/174512/068Ux00000J6PiLIAV,Kenworth,T880,2025,TRUCK,MI,393,7740 Center Point 70 Blvd.,Dayton,OH,45424,United States
174513,2025 Kenworth T880,"2025 Kenworth T880, Cab & Chassis for Six Axle Dump,  MX13, TX18 Pro-18 Speed AMT",AVAILABLE,USED,199900.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZXPTX8SJ174513/,https://d8lxo54bt1xl7.cloudfront.net/prd/174513/068Ux00000Iz2DpIAJ,Kenworth,T880,2025,TRUCK,MI,201,65 Partnership Way,Cincinnati,OH,45241,United States
174507,2025 Kenworth T680,"2025 Kenworth T680, 76"" High-Roof, MX13, 12 Speed AMT,
Fridge, Espar Heater, Inverter",AVAILABLE,USED,178859.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYDP9X0SJ174507/,https://d8lxo54bt1xl7.cloudfront.net/prd/174507/068Ux00000Id9E2IAJ,Kenworth,T680,2025,TRUCK,MI,343,131 Parker Ave,Bowling Green,KY,42101,United States
175171,2025 Kenworth T480,"2025 Kenworth T480, Tandem Axle Dump, PX9, Allison Auto, 14.6k FA, 40k RA",AVAILABLE,USED,168900.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T480/vin-2NK5LJ9X1SM175171/,https://d8lxo54bt1xl7.cloudfront.net/prd/175171/068Ux00000TycwIIAR,Kenworth,T480,2025,TRUCK,MI,959,9704 E. 30th St.,Indianapolis,IN,46229,United States
177652,2025 Kenworth T880,"2025 Kenworth T880, Day Cab, MX13, 12 Speed AMT, Dual Exhaust",AVAILABLE,USED,145900.00 USD,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T880/vin-1XKZDP9X7SJ177652/,https://d8lxo54bt1xl7.cloudfront.net/prd/177652/068Ux00000J6JHyIAN,Kenworth,T880,2025,TRUCK,MI,92,7740 Center Point 70 Blvd.,Dayton,OH,45424,United States
177655,2025 Kenworth T880,"2025 Kenworth T880, Cab & Chassis for Tri-Axle Dump, X15, 18 Speed AMT",AVAILABLE,USED,186900.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZX4TX1SJ177655/,https://d8lxo54bt1xl7.cloudfront.net/prd/177655/068Ux00000IdA6sIAF,Kenworth,T880,2025,TRUCK,MI,354,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
177661,2025 Kenworth T680,"2025 Kenworth T680, 76"" High-Roof, MX13, 12 Speed AMT, Fridge",AVAILABLE,USED,165850.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYDP9X3SJ177661/,https://d8lxo54bt1xl7.cloudfront.net/prd/177661/068Ux00000JSgL2IAL,Kenworth,T680,2025,TRUCK,MI,881,4330 Poplar Level Rd,Louisville,KY,40213,United States
178949,2025 Kenworth T880,"2025 Kenworth T880, Cab & Chassis for Tri-Axle Dump, X15, 18 Speed AMT   Heritage 16'6"" Asphalt Body  48"" Sides (Bed Color Black)",AVAILABLE,USED,228600.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZX4TX1SJ178949/,https://d8lxo54bt1xl7.cloudfront.net/prd/178949/068Ux00000Id8udIAB,Kenworth,T880,2025,TRUCK,MI,349,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
178943,2025 Kenworth T880,"2025 Kenworth T880, Cab & Chassis for Tri-Axle Dump, MX13, 18 Speed AMT",AVAILABLE,USED,180400.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZXPTX9SJ178943/,https://d8lxo54bt1xl7.cloudfront.net/prd/178943/068Ux00000IdDPdIAN,Kenworth,T880,2025,TRUCK,MI,355,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
178948,2025 Kenworth T680,"2025 Kenworth T680, 76"" High-Roof, MX13, 12 Speed, Leather Seats, Double Bunk, Fridge",AVAILABLE,USED,164200.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYDP9X6SJ178948/,https://d8lxo54bt1xl7.cloudfront.net/prd/178948/068Ux00000IrOZnIAN,Kenworth,T680,2025,TRUCK,MI,834,7740 Center Point 70 Blvd.,Dayton,OH,45424,United States
178944,2025 Kenworth T880,"2025 Kenworth T880 Cab & Chassis for Tri-Axle Dump, MX13, 18 Speed AMT",AVAILABLE,USED,177200.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZXPTX0SJ178944/,https://d8lxo54bt1xl7.cloudfront.net/prd/178944/068Ux00000IpePNIAZ,Kenworth,T880,2025,TRUCK,MI,1455,9704 E. 30th St.,Indianapolis,IN,46229,United States
178946,2025 Kenworth T680,"2025 Kenworth T680, 76"" High Roof, MX13, 12 Speed AMT, Leather Seats, Double Bunk, Fridge, Inverter",AVAILABLE,USED,161900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYDP9X2SJ178946/,https://d8lxo54bt1xl7.cloudfront.net/prd/178946/068Ux00000J6CZpIAN,Kenworth,T680,2025,TRUCK,MI,137,7740 Center Point 70 Blvd.,Dayton,OH,45424,United States
179611,2025 Kenworth T280,"2025 Kenworth T280 Cab & Chassis PX9, Allison Auto, 150"" CA, 26K GVWR",AVAILABLE,USED,109500.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T280/vin-2NK3HJ6X5SM179611/,https://d8lxo54bt1xl7.cloudfront.net/prd/179611/068Ux00000IdEaGIAV,Kenworth,T280,2025,TRUCK,MI,13,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
179613,2025 Kenworth T280,"2025 Kenworth T280, Cab & Chassis for Flatbed, PX9, Allison Auto, 150"" CA, 26K GVWR",AVAILABLE,USED,110400.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T280/vin-2NK3HJ6X9SM179613/,https://d8lxo54bt1xl7.cloudfront.net/prd/179613/068Ux00000Id6HnIAJ,Kenworth,T280,2025,TRUCK,MI,978,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
179614,2025 Kenworth T280,"2025 Kenworth T280, Cab & Chassis for Flatbed, PX9, Allison Auto, 150"" CA, 26K GVWR",AVAILABLE,USED,109500.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T280/vin-2NK3HJ6X0SM179614/,https://d8lxo54bt1xl7.cloudfront.net/prd/179614/068Ux00000Igm97IAB,Kenworth,T280,2025,TRUCK,MI,12,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
179615,2025 Kenworth T280,"2025 Kenworth T280, Cab & Chassis for Flatbed, PX9, Allison Auto, 150"" CA, 26K GVWR",AVAILABLE,USED,109500.00 USD,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T280/vin-2NK3HJ6X2SM179615/,https://d8lxo54bt1xl7.cloudfront.net/prd/179615/068Ux00000IgHWkIAN,Kenworth,T280,2025,TRUCK,MI,10,3535 Coliseum Blvd W,Fort Wayne,IN,46808,United States
164294,2025 Kenworth T680,"2025 Kenworth T680, 76"" High-Roof, MX13, 12 Speed AMT, Double Bunk, Fridge",AVAILABLE,USED,161900.00 USD,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYDP9X3SJ164294/,https://d8lxo54bt1xl7.cloudfront.net/prd/164294/068Ux00000J66arIAB,Kenworth,T680,2025,TRUCK,MI,380,7740 Center Point 70 Blvd.,Dayton,OH,45424,United States
